step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
74,'C1050663079','4','F',82285,'M1823072687','28007','es_transportation',7.6,0
32,'C104392148','3','F',43599,'M1823072687','28007','es_transportation',1.57,0
29,'C813128680','4','F',63504,'M1823072687','28007','es_transportation',34.75,0
72,'C1549367339','5','F',05525,'M1823072687','28007','es_transportation',60.7,0
175,'C1451561221','3','F',45796,'M1823072687','28007','es_transportation',29.78,0
63,'C667215072','4','F',64959,'M1823072687','28007','es_transportation',72.84,0
71,'C334817037','4','F',38850,'M1823072687','28007','es_transportation',49.84,0
88,'C388262831','3','U',41949,'M1823072687','28007','es_leisure',52.54,0
22,'C719205737','3','U',49319,'M1823072687','28007','es_transportation',2.78,0
152,'C1266329800','2','F',57103,'M1823072687','28007','es_transportation',57.28,0
42,'C939735585','4','F',20650,'M1823072687','28007','es_transportation',1.44,0
53,'C698318224','5','U',87290,'M1823072687','28007','es_transportation',33.89,0
69,'C834963773','4','F',39459,'M1823072687','28007','es_leisure',22.37,0
48,'C475928775','2','F',24277,'M1823072687','28007','es_transportation',5.73,0
121,'C179748485','2','F',42553,'M1823072687','28007','es_transportation',75.27,0
24,'C916497516','5','F',03203,'M1823072687','28007','es_leisure',12.68,0
5,'C1240209240','6','F',53263,'M1823072687','28007','es_transportation',67.79,0
161,'C1855266571','5','F',32654,'M1823072687','28007','es_transportation',9.64,0
40,'C1214279601','1','F',97688,'M1823072687','28007','es_transportation',5.59,0
66,'C1648082819','2','F',36230,'M1823072687','28007','es_transportation',97.74,0
92,'C1870926183','6','U',47256,'M1823072687','28007','es_transportation',37.34,0
88,'C344248234','3','F',69927,'M1823072687','28007','es_transportation',52.41,0
128,'C1963249369','2','U',98492,'M1823072687','28007','es_transportation',17.02,0
139,'C1329920992','2','F',39896,'M1823072687','28007','es_transportation',55.79,0
156,'C1902378891','5','F',79391,'M1823072687','28007','es_transportation',30.59,0
83,'C1807259356','1','F',42623,'M1823072687','28007','es_leisure',164.5,0
17,'C17166563','2','F',79759,'M1823072687','28007','es_transportation',138.78,0
41,'C1255643141','1','U',46547,'M1823072687','28007','es_transportation',18.61,0
74,'C1089789227','4','F',44636,'M1823072687','28007','es_travel',37.67,0
53,'C844005460','1','F',48537,'M1823072687','28007','es_transportation',39.82,0
96,'C2127479268','4','F',69928,'M1823072687','28007','es_transportation',113.5,0
116,'C1657707912','2','F',17014,'M1823072687','28007','es_transportation',36.69,0
88,'C2088008854','6','F',70930,'M1823072687','28007','es_transportation',2.82,0
148,'C757503768','2','F',95702,'M855959430','28007','es_leisure',59.43,0
113,'C970704037','4','F',11637,'M1823072687','28007','es_transportation',14.67,0
167,'C1899748276','2','F',45922,'M1823072687','28007','es_transportation',18.63,0
57,'C150820973','3','F',29132,'M1823072687','28007','es_transportation',46.61,0
167,'C891364505','2','F',47549,'M1823072687','28007','es_transportation',30.11,0
80,'C951702775','3','F',26022,'M1823072687','28007','es_transportation',22.72,0
154,'C1234470601','2','F',73606,'M1823072687','28007','es_transportation',98.48,0
76,'C673469784','4','F',72817,'M1823072687','28007','es_transportation',32.49,0
154,'C1073067421','4','F',15748,'M1823072687','28007','es_transportation',13.61,0
27,'C866263389','3','F',81714,'M1823072687','28007','es_wellnessandbeauty',31.8,0
165,'C2059136665','3','F',01294,'M1823072687','28007','es_transportation',34.1,0
72,'C585299069','6','F',12199,'M1823072687','28007','es_transportation',10.19,0
28,'C10745331','4','F',32377,'M1823072687','28007','es_transportation',50.58,0
103,'C901400531','4','F',52457,'M1823072687','28007','es_transportation',59.18,0
71,'C1191832390','2','F',48004,'M1823072687','28007','es_transportation',49.02,0
16,'C255292461','2','F',37668,'M1823072687','28007','es_transportation',18.72,0
175,'C1130847219','3','F',05503,'M1823072687','28007','es_transportation',3.19,0
12,'C454239699','3','F',17616,'M1823072687','28007','es_transportation',142.39,0
45,'C281474709','4','F',85788,'M1823072687','28007','es_transportation',10.29,0
107,'C1825783439','1','F',66967,'M1823072687','28007','es_transportation',9.92,0
34,'C900612785','2','F',77893,'M1823072687','28007','es_transportation',103.03,0
179,'C1467731939','4','F',41298,'M1823072687','28007','es_leisure',85.98,0
148,'C1605182199','1','F',73457,'M1823072687','28007','es_transportation',2.3,0
138,'C1538971214','2','F',18786,'M1823072687','28007','es_transportation',36.16,0
119,'C700940580','2','F',94608,'M1823072687','28007','es_leisure',56.24,0
87,'C1828416123','5','F',83543,'M1823072687','28007','es_transportation',27.18,0
74,'C1580559195','4','F',24912,'M1823072687','28007','es_transportation',13.44,0
168,'C1359606474','2','F',68083,'M1823072687','28007','es_transportation',133.23,0
53,'C186769596','4','F',24975,'M1823072687','28007','es_transportation',81.7,0
34,'C1390331883','4','F',70436,'M1823072687','28007','es_transportation',59.63,0
110,'C791033780','3','F',23169,'M1823072687','28007','es_transportation',33.16,0
149,'C360019679','5','F',51841,'M1823072687','28007','es_transportation',64.14,0
163,'C345640256','5','F',58240,'M1823072687','28007','es_leisure',18.23,0
80,'C2704357','3','F',59262,'M1823072687','28007','es_transportation',26.75,0
122,'C2008562542','4','F',14071,'M1823072687','28007','es_transportation',15.73,0
135,'C157427068','4','F',19443,'M1823072687','28007','es_transportation',25.12,0
52,'C1273564839','2','F',87705,'M1823072687','28007','es_transportation',25.93,0
12,'C440111595','3','U',36884,'M1823072687','28007','es_transportation',21.81,0
72,'C1454930581','3','U',97464,'M1823072687','28007','es_transportation',31.13,0
88,'C1077245673','3','F',92620,'M1823072687','28007','es_transportation',40.72,0
127,'C757950779','3','U',04935,'M1823072687','28007','es_transportation',9.24,0
68,'C996804095','5','F',55167,'M1823072687','28007','es_transportation',3.41,0
165,'C1670779713','5','F',46780,'M1823072687','28007','es_transportation',65.7,0
84,'C1199849921','1','U',12588,'M1823072687','28007','es_contents',61.15,0
10,'C2037169176','5','F',63688,'M1823072687','28007','es_transportation',19.09,0
157,'C1936855292','2','F',77081,'M1823072687','28007','es_transportation',37.9,0
75,'C1067165398','2','F',15544,'M1823072687','28007','es_transportation',2.74,0
31,'C897612698','2','F',67372,'M1823072687','28007','es_transportation',0.52,0
123,'C133432771','5','F',67173,'M1823072687','28007','es_leisure',121.86,0
170,'C1285086629','2','F',70666,'M1823072687','28007','es_transportation',23.47,0
143,'C525158878','1','U',40507,'M1823072687','28007','es_transportation',7.48,0
30,'C433139335','3','F',70059,'M1823072687','28007','es_transportation',18.67,0
70,'C951660772','3','F',90226,'M1823072687','28007','es_transportation',10.77,0
177,'C1992803690','2','F',25495,'M1823072687','28007','es_transportation',55.2,0
137,'C245908628','3','U',98613,'M1823072687','28007','es_transportation',207.96,0
71,'C1575099263','2','F',37251,'M1823072687','28007','es_transportation',38.61,0
34,'C1539370210','4','F',68738,'M1823072687','28007','es_transportation',12.49,0
132,'C132392875','3','F',11739,'M1823072687','28007','es_transportation',10.25,0
84,'C956898918','4','F',08052,'M1823072687','28007','es_transportation',124.55,0
33,'C475928775','1','U',37186,'M1823072687','28007','es_transportation',10.31,0
54,'C382331420','2','F',84128,'M1823072687','28007','es_transportation',52.54,0
68,'C1117403153','5','F',01740,'M1823072687','28007','es_transportation',44.26,0
119,'C571876967','4','F',61314,'M1823072687','28007','es_transportation',60.39,0
45,'C1207877529','2','U',18506,'M1823072687','28007','es_transportation',99.0,0
82,'C1547689237','3','F',79752,'M1823072687','28007','es_transportation',62.35,0
87,'C870367228','3','U',25593,'M1823072687','28007','es_transportation',48.96,0
157,'C769422228','4','F',53805,'M1823072687','28007','es_transportation',2.53,0
38,'C712367267','4','F',78633,'M1823072687','28007','es_transportation',76.95,0
22,'C161101673','1','U',07660,'M1823072687','28007','es_transportation',12.8,0
48,'C743934970','3','F',12000,'M1823072687','28007','es_transportation',54.33,0
21,'C437189630','1','F',91443,'M1823072687','28007','es_transportation',38.66,0
145,'C692102449','4','F',01908,'M1823072687','28007','es_transportation',4.43,0
74,'C471003383','5','U',83299,'M1823072687','28007','es_contents',120.32,0
88,'C1884342559','2','F',25423,'M1823072687','28007','es_transportation',17.15,0
145,'C1530262146','3','F',39878,'M1823072687','28007','es_transportation',36.57,0
120,'C1366869967','1','U',36041,'M1823072687','28007','es_transportation',73.4,0
104,'C46234453','2','U',49723,'M1823072687','28007','es_transportation',6.34,0
99,'C2027325203','2','U',85057,'M1823072687','28007','es_transportation',7.77,0
111,'C480669012','2','U',32976,'M1823072687','28007','es_transportation',31.08,0
19,'C546000387','2','U',84761,'M1823072687','28007','es_transportation',18.5,0
9,'C764092576','5','U',92128,'M1823072687','28007','es_transportation',41.78,0
148,'C755615643','6','F',72629,'M1823072687','28007','es_transportation',2.55,0
61,'C811638781','5','F',10989,'M1823072687','28007','es_transportation',25.97,0
99,'C585290792','2','F',21617,'M1823072687','28007','es_transportation',58.01,0
142,'C1175419672','5','F',66446,'M1823072687','28007','es_transportation',13.06,0
178,'C533940472','3','F',99471,'M1823072687','28007','es_transportation',79.47,0
52,'C2005093875','2','U',93643,'M1823072687','28007','es_transportation',3.67,0
171,'C478503155','3','F',82829,'M1823072687','28007','es_transportation',2.26,0
28,'C1926972512','6','U',78262,'M1823072687','28007','es_transportation',12.04,0
146,'C2005372528','2','F',24668,'M1823072687','28007','es_transportation',17.87,0
66,'C1239061472','3','F',17757,'M1823072687','28007','es_transportation',27.04,0
175,'C42779194','5','F',60041,'M1823072687','28007','es_transportation',64.78,0
150,'C1660830591','3','F',38369,'M1823072687','28007','es_transportation',141.85,0
27,'C1105086283','2','F',90615,'M1823072687','28007','es_transportation',25.15,0
84,'C1369559766','3','F',66361,'M1823072687','28007','es_transportation',69.64,0
112,'C407219337','1','F',03699,'M1823072687','28007','es_transportation',33.63,0
160,'C927830595','1','F',75682,'M1823072687','28007','es_transportation',34.18,0
107,'C106397937','3','F',20616,'M1823072687','28007','es_transportation',212.34,0
97,'C1552608695','2','F',53183,'M1823072687','28007','es_transportation',74.59,0
171,'C59713083','3','F',21547,'M1823072687','28007','es_transportation',55.24,0
159,'C1122213892','2','U',66512,'M1823072687','28007','es_transportation',48.28,0
137,'C480669012','5','F',90581,'M1823072687','28007','es_transportation',76.0,0
149,'C424790668','2','U',39338,'M1823072687','28007','es_transportation',85.3,0
68,'C2041218422','1','F',57392,'M1823072687','28007','es_wellnessandbeauty',26.81,0
81,'C514238360','2','F',61253,'M1823072687','28007','es_transportation',4.48,0
88,'C1825783439','2','F',81405,'M1823072687','28007','es_transportation',97.49,0
125,'C1890191192','3','F',08173,'M1823072687','28007','es_transportation',44.01,0
77,'C122290547','1','U',07583,'M1823072687','28007','es_transportation',99.4,0
49,'C2093963973','3','F',73205,'M1823072687','28007','es_transportation',25.19,0
160,'C1849046345','3','F',67580,'M1823072687','28007','es_transportation',69.88,0
149,'C693174391','3','F',07086,'M1823072687','28007','es_transportation',12.54,0
84,'C1090604904','4','F',25263,'M1823072687','28007','es_transportation',26.04,0
66,'C1474786056','2','F',49752,'M1823072687','28007','es_transportation',51.94,0
12,'C205797331','5','F',09872,'M1823072687','28007','es_transportation',1.02,0
58,'C332229910','5','F',02984,'M1823072687','28007','es_leisure',47.71,0
107,'C337109624','2','F',95903,'M1823072687','28007','es_transportation',73.12,0
67,'C842799656','2','F',27010,'M1823072687','28007','es_leisure',24.05,0
144,'C1978250683','4','F',01352,'M1823072687','28007','es_transportation',43.29,0
145,'C2074365962','1','F',41878,'M1823072687','28007','es_transportation',89.74,0
114,'C1950870438','1','F',38373,'M1823072687','28007','es_travel',31.89,0
50,'C823141445','3','F',31108,'M1823072687','28007','es_transportation',21.48,0
46,'C861479162','2','F',85478,'M1823072687','28007','es_transportation',33.85,0
146,'C2011875751','1','F',06119,'M1823072687','28007','es_transportation',36.54,0
145,'C881776576','2','F',41446,'M1823072687','28007','es_transportation',3.44,0
132,'C333185464','1','F',07007,'M1823072687','28007','es_transportation',0.81,0
134,'C369115109','2','F',17182,'M1823072687','28007','es_leisure',60.48,0
75,'C1347371891','2','F',20120,'M1823072687','28007','es_transportation',23.95,0
117,'C245019752','1','U',32769,'M1823072687','28007','es_transportation',18.54,0
49,'C860156566','2','F',45373,'M1823072687','28007','es_transportation',34.81,0
49,'C367433559','6','F',60834,'M1823072687','28007','es_transportation',79.38,0
120,'C874212917','3','F',45058,'M1823072687','28007','es_transportation',5.09,0
178,'C785603838','3','F',92656,'M1823072687','28007','es_transportation',62.78,0
112,'C1784864427','3','U',69943,'M1823072687','28007','es_transportation',80.1,0
118,'C76969430','2','F',33596,'M1823072687','28007','es_transportation',15.26,0
57,'C722399783','2','F',85927,'M1823072687','28007','es_transportation',24.33,0
166,'C588841669','2','F',16846,'M1823072687','28007','es_transportation',19.31,0
73,'C1030975170','6','F',47147,'M1823072687','28007','es_transportation',55.86,0
167,'C1914057832','2','F',12159,'M1823072687','28007','es_transportation',32.21,0
0,'C139784508','6','U',00630,'M1823072687','28007','es_transportation',1.63,0
124,'C993027768','3','F',83208,'M1823072687','28007','es_transportation',10.4,0
137,'C987955759','3','F',07942,'M1823072687','28007','es_transportation',11.66,0
135,'C1835412106','4','F',48956,'M1823072687','28007','es_transportation',10.51,0
68,'C1390331883','6','U',80490,'M1823072687','28007','es_transportation',10.09,0
177,'C26045684','2','F',18904,'M1823072687','28007','es_transportation',0.52,0
152,'C2033917877','3','F',89411,'M1823072687','28007','es_transportation',11.09,0
96,'C2112350124','3','F',53351,'M1823072687','28007','es_transportation',110.09,0
136,'C379301962','2','F',51509,'M1823072687','28007','es_transportation',13.47,0
40,'C964635168','2','F',07994,'M1823072687','28007','es_transportation',44.58,0
105,'C1642374729','2','F',70101,'M1823072687','28007','es_food',57.44,0
174,'C10263180','4','F',99939,'M1823072687','28007','es_transportation',20.62,0
23,'C313266037','2','F',10503,'M1823072687','28007','es_transportation',4.45,0
18,'C115540448','2','F',68485,'M1823072687','28007','es_transportation',7.95,0
47,'C261398093','3','F',58798,'M1823072687','28007','es_leisure',136.85,0
7,'C446179646','2','F',63561,'M1823072687','28007','es_transportation',23.03,0
2,'C1256908044','3','U',53813,'M1823072687','28007','es_transportation',9.47,0
148,'C132392875','2','F',50580,'M1823072687','28007','es_transportation',6.25,0
147,'C1129737137','2','F',45949,'M1823072687','28007','es_transportation',3.84,0
112,'C1645168081','5','F',00601,'M1823072687','28007','es_transportation',40.97,0
73,'C787259637','2','F',20046,'M1823072687','28007','es_wellnessandbeauty',43.39,0
22,'C1565058518','2','F',14353,'M1823072687','28007','es_transportation',3.55,0
13,'C1536088502','2','F',67154,'M1823072687','28007','es_transportation',24.53,0
62,'C1594422820','2','U',03868,'M1823072687','28007','es_transportation',3.81,0
89,'C1177478758','2','F',22949,'M1823072687','28007','es_transportation',17.43,0
81,'C684153556','5','U',87689,'M1823072687','28007','es_transportation',3.05,0
74,'C1004532392','3','F',44053,'M1823072687','28007','es_transportation',87.04,0
32,'C1385354747','3','U',66499,'M1823072687','28007','es_transportation',41.31,0
149,'C548427290','2','F',14560,'M1823072687','28007','es_transportation',41.06,0
123,'C73919470','2','F',55536,'M1823072687','28007','es_transportation',45.23,0
70,'C47462628','6','F',40736,'M1823072687','28007','es_transportation',14.32,0
35,'C855112247','6','F',81954,'M1823072687','28007','es_transportation',9.56,1
76,'C1944210063','5','F',61694,'M1823072687','28007','es_transportation',84.25,0
116,'C475928775','2','F',03443,'M1823072687','28007','es_transportation',24.33,0
175,'C781322360','4','F',25583,'M1823072687','28007','es_transportation',25.34,1
41,'C1705819997','2','F',95459,'M1823072687','28007','es_transportation',7.5,0
65,'C1935421495','6','F',95052,'M1823072687','28007','es_leisure',0.31,0
8,'C1591441443','2','F',47907,'M1823072687','28007','es_transportation',6.84,0
130,'C1419246450','4','F',14665,'M1823072687','28007','es_transportation',0.18,0
67,'C152830802','2','F',51129,'M1823072687','28007','es_transportation',0.41,0
47,'C1873446390','2','U',95356,'M1823072687','28007','es_transportation',17.42,0
83,'C2063978670','2','F',91950,'M1823072687','28007','es_transportation',9.93,0
29,'C1387946894','2','F',69803,'M1823072687','28007','es_transportation',13.66,0
175,'C2089485741','3','F',80677,'M1823072687','28007','es_transportation',62.59,0
24,'C1188590334','2','F',91110,'M1823072687','28007','es_home',74.65,0
31,'C274026379','2','F',77837,'M1823072687','28007','es_transportation',0.58,0
62,'C718801730','3','F',36959,'M1823072687','28007','es_transportation',158.03,0
77,'C1864289868','3','F',77529,'M1823072687','28007','es_transportation',4.39,0
110,'C2055009466','3','F',21790,'M1823072687','28007','es_transportation',134.19,0
59,'C323852731','3','U',06660,'M1823072687','28007','es_transportation',44.54,0
132,'C1030975170','2','F',03566,'M1823072687','28007','es_transportation',58.04,0
157,'C1204046804','4','F',06274,'M1823072687','28007','es_transportation',23.44,0
88,'C810336569','3','F',34445,'M1823072687','28007','es_transportation',33.62,0
97,'C989321907','2','F',25325,'M1823072687','28007','es_transportation',27.75,0
107,'C1734287915','4','F',90516,'M1823072687','28007','es_transportation',7.14,0
170,'C1978080967','3','F',51826,'M1823072687','28007','es_transportation',24.64,0
68,'C1461183154','2','F',36967,'M1823072687','28007','es_transportation',45.41,0
101,'C1128349548','1','U',06497,'M1823072687','28007','es_transportation',31.31,0
87,'C581878341','3','F',56917,'M1823072687','28007','es_leisure',77.65,0
52,'C1053477622','3','F',93142,'M1823072687','28007','es_transportation',30.58,0
104,'C1566647188','3','F',86159,'M1823072687','28007','es_transportation',66.52,0
34,'C1226558289','2','F',66901,'M1823072687','28007','es_transportation',12.97,0
53,'C876944738','3','F',12381,'M1823072687','28007','es_transportation',116.05,0
93,'C1768385310','5','F',15473,'M1823072687','28007','es_transportation',6.98,0
128,'C109634232','3','U',07927,'M840466850','28007','es_leisure',78.41,0
99,'C96868586','4','F',64108,'M1823072687','28007','es_transportation',4.92,0
99,'C23582994','2','F',17128,'M1823072687','28007','es_leisure',129.5,0
129,'C1051712338','4','U',32325,'M1823072687','28007','es_transportation',57.74,0
147,'C2103685620','3','F',21942,'M1823072687','28007','es_transportation',10.69,0
25,'C856303631','3','U',86356,'M1823072687','28007','es_transportation',17.56,0
87,'C1846274338','0','F',59733,'M1823072687','28007','es_transportation',53.76,0
176,'C2092526272','3','F',02904,'M1823072687','28007','es_transportation',28.99,0
138,'C1735920391','3','F',44181,'M1823072687','28007','es_transportation',19.99,0
89,'C1147125608','4','F',98532,'M1823072687','28007','es_transportation',83.17,0
92,'C819978438','4','F',72282,'M1823072687','28007','es_transportation',39.45,0
29,'C2075157607','2','F',89508,'M1823072687','28007','es_transportation',27.26,0
117,'C1926972512','4','F',46840,'M1823072687','28007','es_leisure',138.97,1
36,'C1126297464','3','U',36159,'M1823072687','28007','es_transportation',10.43,0
158,'C910454738','2','F',77965,'M1823072687','28007','es_transportation',15.28,0
165,'C1191796691','2','F',52795,'M1823072687','28007','es_leisure',16.19,0
80,'C588841669','2','U',35165,'M1823072687','28007','es_transportation',6.92,0
13,'C1057813963','3','U',95817,'M1823072687','28007','es_transportation',24.96,0
93,'C644663928','6','F',76067,'M1823072687','28007','es_transportation',17.61,0
99,'C673469784','5','F',86546,'M1823072687','28007','es_transportation',15.11,0
98,'C1499092508','2','U',43424,'M1823072687','28007','es_transportation',55.13,0
127,'C437189630','4','F',25544,'M1823072687','28007','es_transportation',25.4,0
69,'C327430270','5','F',23094,'M1823072687','28007','es_transportation',5.55,0
44,'C1175419672','3','F',62559,'M1823072687','28007','es_transportation',14.33,0
128,'C1040980271','3','F',23736,'M1823072687','28007','es_transportation',26.59,0
52,'C1624351292','4','F',33545,'M1823072687','28007','es_transportation',23.86,0
15,'C1897705669','1','F',03285,'M1823072687','28007','es_transportation',33.26,0
101,'C383709704','6','F',70335,'M1823072687','28007','es_transportation',7.15,0
3,'C825739161','3','F',35773,'M1823072687','28007','es_transportation',2.89,0
111,'C774836418','5','F',98698,'M1823072687','28007','es_transportation',54.75,0
81,'C297745197','3','F',84370,'M1823072687','28007','es_transportation',14.19,0
70,'C1799527037','2','F',17874,'M1823072687','28007','es_transportation',91.41,0
122,'C77017704','5','U',62189,'M1823072687','28007','es_transportation',14.8,0
39,'C1238185596','4','F',10941,'M1823072687','28007','es_transportation',104.69,0
102,'C873821675','2','F',97184,'M1823072687','28007','es_transportation',9.41,0
74,'C1133451243','4','F',97158,'M1823072687','28007','es_transportation',83.57,0
167,'C1304285526','3','U',95235,'M85975013','28007','es_leisure',161.68,0
147,'C323852731','5','U',40185,'M1823072687','28007','es_transportation',23.98,0
152,'C2129964241','1','U',67804,'M1823072687','28007','es_transportation',1.67,0
132,'C879949041','3','F',20850,'M1823072687','28007','es_transportation',56.24,0
164,'C1076053396','3','F',72771,'M1823072687','28007','es_transportation',89.66,0
134,'C169274898','2','F',73659,'M1823072687','28007','es_transportation',109.29,0
117,'C1855693993','5','F',30468,'M1823072687','28007','es_transportation',1.34,0
23,'C131559770','1','F',59629,'M1823072687','28007','es_transportation',3.1,0
141,'C805483863','3','U',90016,'M1823072687','28007','es_transportation',67.46,0
81,'C1646298550','3','F',77109,'M1823072687','28007','es_transportation',0.46,0
103,'C499129070','1','F',82733,'M1823072687','28007','es_wellnessandbeauty',31.36,0
158,'C360019679','2','F',66423,'M1823072687','28007','es_transportation',67.69,0
156,'C1897708405','4','F',51835,'M1823072687','28007','es_transportation',14.05,0
177,'C1549322511','2','F',83581,'M1823072687','28007','es_fashion',60.77,0
21,'C1740004679','3','F',55364,'M1823072687','28007','es_transportation',16.35,0
29,'C1659350842','3','F',93415,'M1823072687','28007','es_transportation',118.14,0
138,'C469767739','1','U',52747,'M1823072687','28007','es_transportation',7.53,0
134,'C602373594','3','F',95835,'M1823072687','28007','es_transportation',1.28,0
49,'C245908628','3','F',85992,'M1823072687','28007','es_transportation',64.76,0
120,'C238162071','4','F',41039,'M1823072687','28007','es_transportation',19.29,0
163,'C245117318','1','U',60552,'M1823072687','28007','es_transportation',96.99,0
125,'C1321173882','5','F',19368,'M1823072687','28007','es_transportation',7.53,0
70,'C1511148959','2','F',20073,'M1823072687','28007','es_transportation',44.87,0
130,'C907777350','2','F',12998,'M1823072687','28007','es_transportation',21.04,0
53,'C825739161','2','F',27800,'M1823072687','28007','es_transportation',5.58,0
111,'C456338836','1','F',75258,'M1823072687','28007','es_transportation',24.33,0
153,'C1338020899','2','F',48042,'M1823072687','28007','es_transportation',21.5,0
135,'C1273564839','2','F',80167,'M1823072687','28007','es_transportation',10.41,0
9,'C1340398290','2','F',97318,'M1823072687','28007','es_leisure',26.77,0
18,'C1791524453','3','F',21891,'M1823072687','28007','es_transportation',20.4,0
85,'C1389188684','2','F',19963,'M1823072687','28007','es_transportation',74.08,0
71,'C2082605784','4','F',06239,'M1823072687','28007','es_transportation',52.88,0
155,'C21670075','2','F',43124,'M1823072687','28007','es_transportation',50.19,0
51,'C1687101094','4','F',29567,'M1823072687','28007','es_transportation',14.47,0
121,'C1101722853','4','F',09491,'M1823072687','28007','es_transportation',2.48,0
87,'C115603187','4','F',03350,'M1823072687','28007','es_transportation',6.07,0
94,'C1904416498','3','F',11781,'M1823072687','28007','es_transportation',13.63,0
67,'C1656946498','3','U',84590,'M1823072687','28007','es_transportation',43.1,0
142,'C1267410030','4','F',65336,'M1823072687','28007','es_transportation',50.55,0
13,'C1383269171','2','F',79274,'M1823072687','28007','es_transportation',0.23,0
124,'C806943770','3','F',68657,'M1823072687','28007','es_leisure',33.17,0
129,'C1133451243','3','F',41684,'M1823072687','28007','es_transportation',16.1,0
103,'C1275518867','3','F',80614,'M1823072687','28007','es_transportation',17.87,0
112,'C204633978','4','F',03979,'M1823072687','28007','es_transportation',12.24,0
78,'C732771224','3','F',84809,'M1823072687','28007','es_leisure',106.66,0
86,'C1591008232','3','F',75673,'M1823072687','28007','es_transportation',112.19,0
92,'C146494822','2','F',43054,'M1823072687','28007','es_transportation',41.1,0
149,'C1051356798','6','E',22344,'M1823072687','28007','es_transportation',16.45,0
98,'C904725981','3','F',32285,'M1823072687','28007','es_leisure',31.26,0
88,'C961738915','2','U',99727,'M1823072687','28007','es_transportation',156.14,0
53,'C1687101094','3','F',09658,'M1823072687','28007','es_transportation',59.05,0
92,'C1902837467','1','F',31684,'M1823072687','28007','es_transportation',37.34,0
10,'C1014313887','2','F',37516,'M1823072687','28007','es_transportation',15.45,0
178,'C998987490','6','F',76604,'M1823072687','28007','es_transportation',7.19,0
123,'C1807259356','3','F',68007,'M1823072687','28007','es_transportation',22.48,0
102,'C1570165892','3','F',70189,'M1823072687','28007','es_transportation',36.89,0
159,'C2117938225','5','F',84657,'M1823072687','28007','es_transportation',54.89,0
150,'C74848504','3','F',04804,'M1823072687','28007','es_transportation',9.12,0
59,'C2031167542','2','F',89651,'M1823072687','28007','es_transportation',38.17,0
158,'C1411169363','5','F',01375,'M1823072687','28007','es_transportation',25.77,0
121,'C439977323','3','F',25367,'M1823072687','28007','es_transportation',26.58,0
81,'C764092576','3','F',85719,'M1823072687','28007','es_transportation',25.9,0
63,'C1844993068','1','U',19842,'M1823072687','28007','es_transportation',52.99,0
39,'C427983732','4','F',26415,'M1823072687','28007','es_transportation',10.1,0
12,'C2704357','3','U',53952,'M1823072687','28007','es_transportation',35.33,0
69,'C28023491','4','F',90948,'M1823072687','28007','es_leisure',25.63,0
85,'C760368405','3','F',13061,'M1823072687','28007','es_transportation',7.44,0
166,'C346428597','3','F',47580,'M1823072687','28007','es_transportation',50.87,0
33,'C677561666','3','F',50599,'M1823072687','28007','es_transportation',6.1,0
121,'C734397713','3','F',53166,'M1823072687','28007','es_transportation',53.01,0
74,'C2055156879','2','F',01295,'M1823072687','28007','es_transportation',38.52,0
106,'C1248053373','2','F',60198,'M1823072687','28007','es_leisure',33.9,0
122,'C73726310','2','F',38629,'M1823072687','28007','es_transportation',24.49,0
115,'C1869757503','6','U',07853,'M1823072687','28007','es_transportation',15.64,0
87,'C1385406679','1','F',91855,'M1823072687','28007','es_transportation',5.15,0
134,'C115603187','5','U',31296,'M1823072687','28007','es_transportation',27.31,0
57,'C879614402','1','F',87752,'M1823072687','28007','es_transportation',8.25,0
165,'C1545484501','2','F',08863,'M1823072687','28007','es_transportation',76.64,0
29,'C1767072624','5','F',87032,'M1823072687','28007','es_transportation',12.95,0
114,'C1768385310','6','F',77773,'M1823072687','28007','es_transportation',21.98,0
133,'C1890191192','2','F',80238,'M1823072687','28007','es_transportation',15.56,0
149,'C1463833315','3','F',93280,'M1823072687','28007','es_transportation',1.72,0
78,'C2123693067','3','F',80616,'M1823072687','28007','es_leisure',91.74,0
178,'C1120165888','1','F',70124,'M1823072687','28007','es_leisure',118.28,0
98,'C961738915','3','F',91790,'M1823072687','28007','es_transportation',16.08,0
60,'C1901064095','4','F',95482,'M1823072687','28007','es_transportation',0.7,0
175,'C1233238493','4','F',53154,'M1823072687','28007','es_leisure',73.06,0
151,'C334073161','3','F',04522,'M1823072687','28007','es_transportation',5.3,0
178,'C1370556911','5','F',64966,'M1823072687','28007','es_transportation',7.54,0
134,'C71938921','2','F',63497,'M1823072687','28007','es_transportation',18.74,0
103,'C712367267','6','F',11694,'M1823072687','28007','es_transportation',24.95,0
123,'C276623362','2','F',83518,'M1823072687','28007','es_transportation',72.37,0
39,'C1821582093','3','F',73764,'M1823072687','28007','es_hyper',21.11,0
75,'C1954938610','2','F',31958,'M1823072687','28007','es_transportation',45.94,0
168,'C1855338494','2','F',52439,'M1823072687','28007','es_transportation',37.1,0
155,'C951578955','2','F',50460,'M1823072687','28007','es_transportation',109.82,0
131,'C1950237952','4','F',51763,'M1823072687','28007','es_transportation',1.96,0
59,'C1530262146','2','F',60445,'M1823072687','28007','es_transportation',28.69,0
2,'C1897705669','4','F',87648,'M1823072687','28007','es_transportation',16.01,0
107,'C120661238','4','F',74655,'M1823072687','28007','es_transportation',20.64,0
